flag	content
$LINE_SIDEQUEST_1_OUTRO_70_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_70_TEXT	E allora i miei bicipiti facevano tipo "BAM! POW!" e-
$LINE_SIDEQUEST_1_OUTRO_80_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_80_TEXT	Oh, ehi! Voi dovete essere i prigionieri che siamo qui per salvare!
$LINE_SIDEQUEST_1_OUTRO_90_CHAR	PRIGIONIERA
$LINE_SIDEQUEST_1_OUTRO_90_TEXT	Salvare? Vuol dire che non siete uomini di Ozimal?
$LINE_SIDEQUEST_1_OUTRO_100_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_100_TEXT	Stai scherzando? Non lavorerei mai per uno così!
$LINE_SIDEQUEST_1_OUTRO_110_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_110_TEXT	Puzza di formaggio.
$LINE_SIDEQUEST_1_OUTRO_120_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_120_TEXT	Anch'io ho dei limiti.
$LINE_SIDEQUEST_1_OUTRO_130_CHAR	PRIGIONIERA
$LINE_SIDEQUEST_1_OUTRO_130_TEXT	Quindi siamo liberi di andare? Non ho capito bene cos'è successo.
$LINE_SIDEQUEST_1_OUTRO_140_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_140_TEXT	Se vuoi capire cos'è successo, probabilmente dovresti parlare con qualcuno che non è me.
$LINE_SIDEQUEST_1_OUTRO_150_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_150_TEXT	Faremo meglio ad andarcene da qui prima che i nemici scoprano cosa sta succedendo.
$LINE_SIDEQUEST_1_OUTRO_160_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_160_TEXT	Gli altri ex-prigionieri hanno un piccolo accampamento non lontano da qui. Possiamo mostrarvi la strada.
$LINE_SIDEQUEST_1_OUTRO_170_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_170_TEXT	Non capisco, ora non vuoi più avere niente a che fare con quel tizio Kreska?
$LINE_SIDEQUEST_1_OUTRO_180_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_180_TEXT	Ah, hai molto da imparare, mia cara sorella Geka.
$LINE_SIDEQUEST_1_OUTRO_190_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_190_TEXT	La roba che abbiamo ottenuto in battaglia è molto meglio delle schifezze che stava cercando di sbolognare alla gente.
$LINE_SIDEQUEST_1_OUTRO_200_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_200_TEXT	Ora non c'è più motivo di fargli niente.
$LINE_SIDEQUEST_1_OUTRO_210_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_210_TEXT	Ma prima eri tutta "faida di qua, faida di là"...
$LINE_SIDEQUEST_1_OUTRO_220_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_220_TEXT	*$MCG, le tradizioni esistono per servirci, non il contrario. Ricorda, la massima priorità è sempre la sopravvivenza.
$LINE_SIDEQUEST_1_OUTRO_230_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_230_TEXT	Quindi una faida è solo una scusa per fare ciò che ti pare?
$LINE_SIDEQUEST_1_OUTRO_240_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_240_TEXT	Adesso inizi a capire!
$LINE_SIDEQUEST_1_OUTRO_250_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_250_TEXT	E quindi ricorda, se vedi della gente ricca, probabilmente c'è una buona ragione per odiarla.
$SCENE_SIDEQUEST_2_GET_TITLE	L'oceano della figaggine
$LINE_SIDEQUEST_2_GET_00_CHAR	$BER
$LINE_SIDEQUEST_2_GET_00_TEXT	Ehi, monachello!
$LINE_SIDEQUEST_2_GET_10_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_10_TEXT	Sì, mio curioso amico?
$LINE_SIDEQUEST_2_GET_20_CHAR	$BER
$LINE_SIDEQUEST_2_GET_20_TEXT	Credevo che il lavoro di voi monaci fosse aiutare e curare!
$LINE_SIDEQUEST_2_GET_30_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_30_TEXT	Be', generalmente sì.
$LINE_SIDEQUEST_2_GET_40_CHAR	$BER
$LINE_SIDEQUEST_2_GET_40_TEXT	Allora perchè state cercando di avvelenarmi?!
$LINE_SIDEQUEST_2_GET_50_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_50_TEXT	Avvelenarti?
$LINE_SIDEQUEST_2_GET_60_CHAR	$BER
$LINE_SIDEQUEST_2_GET_60_TEXT	Che mi dici di questo cibo?
$LINE_SIDEQUEST_2_GET_70_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_70_TEXT	Cos'ha che non va?
$LINE_SIDEQUEST_2_GET_80_CHAR	$BER
$LINE_SIDEQUEST_2_GET_80_TEXT	Cos'ha che non va? È... è pieno di quella roba che spunta dal terreno!
$LINE_SIDEQUEST_2_GET_90_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_90_TEXT	Verdure?
$LINE_SIDEQUEST_2_GET_100_CHAR	$BER
$LINE_SIDEQUEST_2_GET_100_TEXT	Sì, quelle!
$LINE_SIDEQUEST_2_GET_110_CHAR	$BER
$LINE_SIDEQUEST_2_GET_110_TEXT	*Non posso tenere in piedi questo fisico con delle verdure! Vuoi che diventi come $MCG? Tutta pelle ossa e inutile?
$LINE_SIDEQUEST_2_GET_120_CHAR	$MCG
$LINE_SIDEQUEST_2_GET_120_TEXT	Ehi!
$LINE_SIDEQUEST_2_GET_130_CHAR	$BER
$LINE_SIDEQUEST_2_GET_130_TEXT	Sento già i muscoli atrofizzarsi...
$LINE_SIDEQUEST_2_GET_140_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_140_TEXT	Be', una volta avevamo una scorta costante di pesci, ma poi i revenant hanno infestato il fiume.
$LINE_SIDEQUEST_2_GET_150_CHAR	$BER
$LINE_SIDEQUEST_2_GET_150_TEXT	Zombi acquatici, hai detto?
$LINE_SIDEQUEST_2_GET_160_CHAR	$BER
$LINE_SIDEQUEST_2_GET_160_TEXT	Sembra un lavoro per...
$LINE_SIDEQUEST_2_GET_170_CHAR	$BER
$LINE_SIDEQUEST_2_GET_170_TEXT	*$BER - dispensatore di morte acquatica!
$LINE_SIDEQUEST_2_GET_180_CHAR	$BER
$LINE_SIDEQUEST_2_GET_180_TEXT	Il Mozzo della Mutilazione! Il Barcaiolo del Dissanguamento! Il Marinaio dell'Affettamento!
$LINE_SIDEQUEST_2_GET_190_CHAR	$MCG
$LINE_SIDEQUEST_2_GET_190_TEXT	Il Luogotenente dei Luoghi Comuni.
$LINE_SIDEQUEST_2_GET_200_CHAR	$BER
$LINE_SIDEQUEST_2_GET_200_TEXT	Io navigo l'Oceano della Figaggine; le tue misere battutine si perdono nel suo glorioso ruggito.
$LINE_SIDEQUEST_2_GET_210_CHAR	$MCG
$LINE_SIDEQUEST_2_GET_210_TEXT	Se hai finito di sguazzare tra le Acque dell'Autocelebrazione, potremmo andare a combattere qualche revenant.
$SCENE_SIDEQUEST_2_INTRO_TITLE	Il Signor Bei Pantaloni
$LINE_SIDEQUEST_2_INTRO_00_CHAR	$RAN
$LINE_SIDEQUEST_2_INTRO_00_TEXT	Mi ripeti perchè siamo qui? Perchè Mister Bei Pantaloni non riesce a mandar giù le sue verdurine?
$LINE_SIDEQUEST_2_INTRO_10_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_10_TEXT	Guarda quello che hanno fatto a te!
$LINE_SIDEQUEST_2_INTRO_20_CHAR	$RAN
$LINE_SIDEQUEST_2_INTRO_20_TEXT	Cioè?
$LINE_SIDEQUEST_2_INTRO_30_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_30_TEXT	Hai la forma di una patata.
$LINE_SIDEQUEST_2_INTRO_40_CHAR	$RAN
$LINE_SIDEQUEST_2_INTRO_40_TEXT	Ehi!
$LINE_SIDEQUEST_2_INTRO_50_CHAR	$MCG
$LINE_SIDEQUEST_2_INTRO_50_TEXT	Ha.
$LINE_SIDEQUEST_2_INTRO_60_CHAR	$RAN
$LINE_SIDEQUEST_2_INTRO_60_TEXT	Questa storia è veramente stupida.
$LINE_SIDEQUEST_2_INTRO_70_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_70_TEXT	Già, questo è probabilmente il motivo più stupido per cui abbiamo mai combattuto qualcosa.
$LINE_SIDEQUEST_2_INTRO_80_CHAR	$MCG
$LINE_SIDEQUEST_2_INTRO_80_TEXT	Cosa? È per te che siamo venuti qui!
$LINE_SIDEQUEST_2_INTRO_90_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_90_TEXT	Solo perchè io faccio una cosa non vuol dire che credo sia intelligente.
$LINE_SIDEQUEST_2_INTRO_100_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_100_TEXT	Io sono io! Da voi mi aspettavo di meglio, però.
$LINE_SIDEQUEST_2_INTRO_110_CHAR	$MCG
$LINE_SIDEQUEST_2_INTRO_110_TEXT	...
$LINE_SIDEQUEST_2_INTRO_120_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_120_TEXT	A proposito, sembra che i Revvi siano qui.
$LINE_SIDEQUEST_2_INTRO_130_CHAR	$MCG
$LINE_SIDEQUEST_2_INTRO_130_TEXT	Gettiamo l'ancora.
$SCENE_SIDEQUEST_2_OUTRO_TITLE	Bastoncini di pesce
$LINE_SIDEQUEST_2_OUTRO_00_CHAR	$RAN
$LINE_SIDEQUEST_2_OUTRO_00_TEXT	Quello era l'ultimo.
$LINE_SIDEQUEST_2_OUTRO_10_CHAR	$BER
$LINE_SIDEQUEST_2_OUTRO_10_TEXT	...Ma la carneficina è appena cominciata.
$LINE_SIDEQUEST_2_OUTRO_20_CHAR	$BER
$LINE_SIDEQUEST_2_OUTRO_20_TEXT	PESCI, GUARDATE LA VOSTRA FINE!
$LINE_SIDEQUEST_2_OUTRO_30_CHAR	$BER
$LINE_SIDEQUEST_2_OUTRO_30_TEXT	Sono l'Imperatore della Sterminazione Ittica!
$LINE_SIDEQUEST_2_OUTRO_40_CHAR	$RAN
$LINE_SIDEQUEST_2_OUTRO_40_TEXT	Quindi, abbiamo reso di nuovo sicuro il fiume...
$LINE_SIDEQUEST_2_OUTRO_50_CHAR	$RAN
$LINE_SIDEQUEST_2_OUTRO_50_TEXT	...solo per permettere ad un maniaco spadaccino mezzo nudo di massacrare tutte le specie indigene.
$LINE_SIDEQUEST_2_OUTRO_60_CHAR	$MCG
$LINE_SIDEQUEST_2_OUTRO_60_TEXT	Praticamente.
$SCENE_SIDEQUEST_3_GET_TITLE	I legami della parentela
$LINE_SIDEQUEST_3_GET_00_CHAR	SORELLA
$LINE_SIDEQUEST_3_GET_00_TEXT	Scusatemi, ma a quanto ho capito c'è un membro della tribù Geka che sta viaggiando con voi?
$LINE_SIDEQUEST_3_GET_10_CHAR	$MCG
$LINE_SIDEQUEST_3_GET_10_TEXT	Più di uno in realtà, se si contano i "membri onorari".
$LINE_SIDEQUEST_3_GET_20_CHAR	SORELLA
$LINE_SIDEQUEST_3_GET_20_TEXT	Abbiamo in cura una Geka molto malata, nel convento.
$LINE_SIDEQUEST_3_GET_30_CHAR	SORELLA
$LINE_SIDEQUEST_3_GET_30_TEXT	Quando ha saputo che qui c'era un'altra Geka, ha chiesto di vederla.
$LINE_SIDEQUEST_3_GET_40_CHAR	SORELLA
$LINE_SIDEQUEST_3_GET_40_TEXT	Se poteste essere così gentili da visitarla... Ci preoccupa che possa peggiorare le sue condizioni agitandosi ulteriormente.
$LINE_SIDEQUEST_3_GET_50_CHAR	$BER
$LINE_SIDEQUEST_3_GET_50_TEXT	Non preoccupatevi, ho un effetto incredibilmente calmante sulle persone!
$LINE_SIDEQUEST_3_GET_60_CHAR	SORELLA
$LINE_SIDEQUEST_3_GET_60_TEXT	Sono spiacente, ma... solo le donne sono ammesse nel convento.
$LINE_SIDEQUEST_3_GET_70_CHAR	$BER
$LINE_SIDEQUEST_3_GET_70_TEXT	Come? Ma non è -
$LINE_SIDEQUEST_3_GET_80_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_80_TEXT	Gne-gne!
$LINE_SIDEQUEST_3_GET_90_CHAR	PAZIENTE
$LINE_SIDEQUEST_3_GET_90_TEXT	Lei... dov'è?
$LINE_SIDEQUEST_3_GET_100_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_100_TEXT	*$RAN Takili en Geka ti saluta.
$LINE_SIDEQUEST_3_GET_110_CHAR	PAZIENTE
$LINE_SIDEQUEST_3_GET_110_TEXT	Atia... Krikti en Geka.
$LINE_SIDEQUEST_3_GET_120_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_120_TEXT	Il mio... logoro filo non durerà... molto tempo...
$LINE_SIDEQUEST_3_GET_130_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_130_TEXT	Fuori da queste mura ho... visto... i nostri compagni Geka.
$LINE_SIDEQUEST_3_GET_140_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_140_TEXT	Tra... le file dei... morti senza pace...
$LINE_SIDEQUEST_3_GET_150_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_150_TEXT	Meritano... di meglio. Meritano... la pace.
$LINE_SIDEQUEST_3_GET_160_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_160_TEXT	I morti conoscono già la pace, sorella.
$LINE_SIDEQUEST_3_GET_170_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_170_TEXT	Mentre... camminano e cacciano e... farfugliano come pazzi?
$LINE_SIDEQUEST_3_GET_180_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_180_TEXT	Tu puoi... liberarli da tutto questo.
$LINE_SIDEQUEST_3_GET_190_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_190_TEXT	Um... i revenant non possono essere uccisi, dovresti saperlo.
$LINE_SIDEQUEST_3_GET_200_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_200_TEXT	*Ho saputo della tua amica... $MCG, e delle sue abilità. Solo la vostra banda ci può riuscire!
$LINE_SIDEQUEST_3_GET_210_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_210_TEXT	Mi dispiace, ma proprio non posso. È un rischio totalmente inutile.
$LINE_SIDEQUEST_3_GET_220_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_220_TEXT	Li abbandonerai?
$LINE_SIDEQUEST_3_GET_230_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_230_TEXT	Non voglio diventare una di loro. E loro sarebbero d'accordo.
$LINE_SIDEQUEST_3_GET_240_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_240_TEXT	... la figlia di Takil... sputa in faccia... alla sua famiglia.
$LINE_SIDEQUEST_3_GET_250_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_250_TEXT	Ho vissuto fin troppo a lungo.
$LINE_SIDEQUEST_3_GET_260_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_260_TEXT	Non mi farò uccidere per aiutare qualcuno che è già morto!
$LINE_SIDEQUEST_3_GET_270_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_270_TEXT	Sparisci... dalla... mia... vista.
$LINE_SIDEQUEST_3_GET_280_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_280_TEXT	Per me va bene.
$LINE_SIDEQUEST_3_GET_290_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_290_TEXT	Ma sappi... traditrice... che si tratta di Kerev... e suo fratello Kaget...
$LINE_SIDEQUEST_3_GET_300_CHAR	ATIA
$LINE_SIDEQUEST_3_GET_300_TEXT	...i figli di Krast.
$LINE_SIDEQUEST_3_GET_310_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_310_TEXT	....
$LINE_SIDEQUEST_3_GET_320_CHAR	$RAN
$LINE_SIDEQUEST_3_GET_320_TEXT	... dannazione.
$SCENE_SIDEQUEST_3_INTRO_TITLE	Ripagando un debito
$LINE_SIDEQUEST_3_INTRO_00_CHAR	$MCG
$LINE_SIDEQUEST_3_INTRO_00_TEXT	Ehi! Aspetta!
$LINE_SIDEQUEST_3_INTRO_10_CHAR	$MCG
$LINE_SIDEQUEST_3_INTRO_10_TEXT	Che storia è questa, te ne vuoi andare nel deserto a cercare delle persone morte?
$LINE_SIDEQUEST_3_INTRO_20_CHAR	$RAN
$LINE_SIDEQUEST_3_INTRO_20_TEXT	Non-morti, e sì, sto andando a... disammazzarli, o qualcosa del genere.
$LINE_SIDEQUEST_3_INTRO_30_CHAR	$MCG
$LINE_SIDEQUEST_3_INTRO_30_TEXT	Non credi che forse avrai bisogno di un po' d'aiuto?
$LINE_SIDEQUEST_3_INTRO_40_CHAR	$RAN
$LINE_SIDEQUEST_3_INTRO_40_TEXT	Questa è... una faccenda personale.
$LINE_SIDEQUEST_3_INTRO_50_CHAR	$MCG
$LINE_SIDEQUEST_3_INTRO_50_TEXT	Già, e al momento sono piuttosto confusa. Tutto questo non è un po'... fuori dal personaggio, per te?
$LINE_SIDEQUEST_3_INTRO_60_CHAR	$RAN
$LINE_SIDEQUEST_3_INTRO_60_TEXT	Sono in debito con loro.
$LINE_SIDEQUEST_3_INTRO_70_CHAR	$MCG
$LINE_SIDEQUEST_3_INTRO_70_TEXT	E quindi andrai a farti ammazzare?
$LINE_SIDEQUEST_3_INTRO_80_CHAR	$MCG
$LINE_SIDEQUEST_3_INTRO_80_TEXT	Voglio dire, forse te ne sei dimenticata, ma i revenant sono invincibili a meno che non ci si trovi nel mondo di mezzo.
$LINE_SIDEQUEST_3_INTRO_90_CHAR	$RAN
$LINE_SIDEQUEST_3_INTRO_90_TEXT	...Ma tu sei qui, giusto?
$LINE_SIDEQUEST_3_INTRO_100_CHAR	$MCG
$LINE_SIDEQUEST_3_INTRO_100_TEXT	...E ci sono anche un paio di revenant veramente brutti.
$SCENE_SIDEQUEST_3_OUTRO_TITLE	I figli di Krast
$LINE_SIDEQUEST_3_OUTRO_00_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_00_TEXT	Riposate in pace, figli di Krast.
$LINE_SIDEQUEST_3_OUTRO_10_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_10_TEXT	...Allora, chi erano quei due?
$LINE_SIDEQUEST_3_OUTRO_20_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_20_TEXT	Ora non ha davvero più importanza, no?
$LINE_SIDEQUEST_3_OUTRO_30_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_30_TEXT	*Sto solo cercando di capire chi può essere così importante da convincere $RAN-la-cinica-sopravvissuta a rischiare la pelle.
$LINE_SIDEQUEST_3_OUTRO_40_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_40_TEXT	Una volta mi hanno salvato la vita.
$LINE_SIDEQUEST_3_OUTRO_50_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_50_TEXT	Hanno salvato la vita di tutti quanti noi.
$LINE_SIDEQUEST_3_OUTRO_60_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_60_TEXT	Tutti quelli che ce l'hanno fatta, perlomeno.
$LINE_SIDEQUEST_3_OUTRO_70_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_70_TEXT	Ce l'hanno fatta rispetto a cosa?
$LINE_SIDEQUEST_3_OUTRO_80_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_80_TEXT	Ci hanno teso un'imboscata. Loro sono rimasti indietro per permetterci di fuggire. E questo è davvero tutto.
$LINE_SIDEQUEST_3_OUTRO_90_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_90_TEXT	Ora vediamo solo di tornare indietro e raccontarlo a quella fanfarona, così potrà morire in pace.
$LINE_SIDEQUEST_3_OUTRO_100_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_100_TEXT	E così la mia teoria sull'ex fidanzato se ne va in fumo...
$LINE_SIDEQUEST_3_OUTRO_110_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_110_TEXT	Guai a me, perchè ho dimenticato la parentela. Ho tenuto tutto per me nel tempo dell'abbondanza e ho allontanato il prossimo.
$LINE_SIDEQUEST_3_OUTRO_120_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_120_TEXT	Ma il tempo dell'abbondanza è passato. I lupi mi accerchiano, e io mi trovo senza spada né scudo.
$LINE_SIDEQUEST_3_OUTRO_130_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_130_TEXT	Gli aspri venti mi percuotono e non ho un riparo. Le acque oscure si levano per travolgermi, e non c'è un vascello che mi tenga, né mano che mi aiuti, né voce che mi conforti.
$LINE_SIDEQUEST_3_OUTRO_140_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_140_TEXT	Sono stata l'artefice della mia totale distruzione. Sono lacerata dall'avidità e dall'odio. Non c'è salvezza per qualcuno come me.
$LINE_SIDEQUEST_3_OUTRO_150_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_150_TEXT	Quando è morta?
$LINE_SIDEQUEST_3_OUTRO_160_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_160_TEXT	Con la nostra fortuna, probabilmente cinque minuti dopo che siamo partiti.
$LINE_SIDEQUEST_3_OUTRO_170_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_170_TEXT	Questa è la dimostrazione che se si ignora un problema per abbastanza tempo, alla fine sparirà da solo.
$LINE_SIDEQUEST_3_OUTRO_180_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_180_TEXT	È una cosa molto triste su cui scherzare.
$LINE_SIDEQUEST_3_OUTRO_190_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_190_TEXT	No, la cosa triste è che abbiamo fatto tutto quel lavoro per niente.
$LINE_SIDEQUEST_3_OUTRO_200_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_200_TEXT	Hai aiutato delle persone che una volta ti hanno salvato la vita. Questo non lo definirei proprio "niente".
$LINE_SIDEQUEST_3_OUTRO_210_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_210_TEXT	Già, "aiutato"...
$LINE_SIDEQUEST_3_OUTRO_220_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_220_TEXT	...Hai voglia di parlarne?
$LINE_SIDEQUEST_3_OUTRO_230_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_230_TEXT	Ma certo, condividiamo i sentimenti più profondi del nostro passato turbolento.
$LINE_SIDEQUEST_3_OUTRO_240_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_240_TEXT	Sì, mi piacerebb-
$LINE_SIDEQUEST_3_OUTRO_250_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_250_TEXT	-oh. Capisco, stai di nuovo facendo il giochetto del sarcasmo.
$LINE_SIDEQUEST_3_OUTRO_260_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_260_TEXT	Oggi te l'ho già detto che sei molto meno attraente di me, e sei pure imbranata?
$LINE_SIDEQUEST_3_OUTRO_270_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_270_TEXT	Sei veramente una str...ega.
$LINE_SIDEQUEST_3_OUTRO_280_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_280_TEXT	Mi sento già meglio.
$LINE_SIDEQUEST_3_OUTRO_290_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_290_TEXT	E va bene! Adesso non saprai mai niente dell'incidente col budino alle uvette!
$LINE_SIDEQUEST_3_OUTRO_300_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_300_TEXT	"L'incidente del budino alle uvette?"
$LINE_SIDEQUEST_3_OUTRO_310_CHAR	$MCG
$LINE_SIDEQUEST_3_OUTRO_310_TEXT	Peccato.
$LINE_SIDEQUEST_3_OUTRO_320_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_320_TEXT	Ma... ora muoio dalla curiosità.
$LINE_SIDEQUEST_3_OUTRO_330_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_330_TEXT	Accidenti!
$LINE_SIDEQUEST_3_OUTRO_340_CHAR	$MAG
$LINE_SIDEQUEST_3_OUTRO_340_TEXT	Una volta ho ucciso qualcuno con un budino alle uvette.
$LINE_SIDEQUEST_3_OUTRO_350_CHAR	$MAG
$LINE_SIDEQUEST_3_OUTRO_350_TEXT	Il segreto è tenergli giù la testa per un altro paio di minuti dopo che hanno smesso di agitarsi, giusto per essere sicuri.
$LINE_SIDEQUEST_3_OUTRO_360_CHAR	$MAG
$LINE_SIDEQUEST_3_OUTRO_360_TEXT	Altrimenti rischiano di saltar fuori come una sorta di mostro-budino e ti tocca picchiarli a morte con il tacchino arrosto.
$LINE_SIDEQUEST_3_OUTRO_370_CHAR	$MAG
$LINE_SIDEQUEST_3_OUTRO_370_TEXT	...E poi papà si arrabbia con te per aver rovinato il tacchino, e tu fai tipo, "Ma papà, erano assassini!"
$LINE_SIDEQUEST_3_OUTRO_380_CHAR	$MAG
$LINE_SIDEQUEST_3_OUTRO_380_TEXT	...e lui fa "E perchè non porti la spada che ti ho regalato?!"
$LINE_SIDEQUEST_3_OUTRO_390_CHAR	$MAG
$LINE_SIDEQUEST_3_OUTRO_390_TEXT	E tu gli dici, "Le altre bambine mi prendono in giro" e lui risponde "Allora tagliagli la testa! Ora torna in camera tua ad esercitarti nel lancio dei coltelli!"
$LINE_SIDEQUEST_3_OUTRO_400_CHAR	$RAN
$LINE_SIDEQUEST_3_OUTRO_400_TEXT	...
$LINE_SIDEQUEST_3_OUTRO_410_CHAR	$MAG
$LINE_SIDEQUEST_3_OUTRO_410_TEXT	È proprio bello poter fare queste chiaccherate tra donne ogni tanto.
$SCENE_SIDEQUEST_4_GET_TITLE	Deserto di Pace
$NARR_SIDEQUEST_4_GET_00_TEXT	Quella mattina...
$LINE_SIDEQUEST_4_GET_00_CHAR	$BER
$LINE_SIDEQUEST_4_GET_00_TEXT	Sono passati due giorni interi dall'ultima volta che ho ucciso qualcosa...
$LINE_SIDEQUEST_4_GET_10_CHAR	$BER
$LINE_SIDEQUEST_4_GET_10_TEXT	Sento la noia rosicchiare la mia forza vitale.
$LINE_SIDEQUEST_4_GET_20_CHAR	$BER
$LINE_SIDEQUEST_4_GET_20_TEXT	Aiuto!
$LINE_SIDEQUEST_4_GET_30_CHAR	$HEA
$LINE_SIDEQUEST_4_GET_30_TEXT	Qual'è il problema?
$LINE_SIDEQUEST_4_GET_40_CHAR	$BER
$LINE_SIDEQUEST_4_GET_40_TEXT	Sono in un deserto di pace!
$LINE_SIDEQUEST_4_GET_50_CHAR	$BER
$LINE_SIDEQUEST_4_GET_50_TEXT	Oh, chi se lo immaginava che sarebbe finita così!
$LINE_SIDEQUEST_4_GET_60_CHAR	$BER
$LINE_SIDEQUEST_4_GET_60_TEXT	*Qui giace $BER, crudelmente abbandonato dai suoi compagni. Morì per astinenza da omicidio.
$LINE_SIDEQUEST_4_GET_70_CHAR	$HEA
$LINE_SIDEQUEST_4_GET_70_TEXT	...
$LINE_SIDEQUEST_4_GET_80_CHAR	$BER
$LINE_SIDEQUEST_4_GET_80_TEXT	No, non cercare di aiutarmi. Sono condannato al mio destino. Mi siederò qui e aspetterò che la noia mi fini -
$LINE_SIDEQUEST_4_GET_90_CHAR	$BER
$LINE_SIDEQUEST_4_GET_90_TEXT	Ooh, che cos'è quel luccichìo?
$LINE_SIDEQUEST_4_GET_100_CHAR	$HEA
$LINE_SIDEQUEST_4_GET_100_TEXT	Come?
$LINE_SIDEQUEST_4_GET_110_CHAR	$BER
$LINE_SIDEQUEST_4_GET_110_TEXT	Vieni qui lucettina!
$LINE_SIDEQUEST_4_GET_120_CHAR	$BER
